county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84,County,county
"Scott County, Illinois",106,0,0.0,2744,5047,62,4899,8,15,9,10,0,44,5047,2460,2587,245,292,374,315,262,496,596,723,437,330,496,368,113,44.1,250.91299999999998,0.11699999999999999,4995,4796,3489,2042,199,1959,103,112,207,200,301,425,247,239,77,48,53973,67886,27218,49408,38824,0.0,2.100257579,54.36893204,20.11454169,2,422,501,1595,316,923,672,69,148,2580,1986,481,4070,977,1984,1756,1194,0.01228452546,0.9706756489,0.0015851000589999999,0.002972062611,0.001783237567,0.001981375074,0.0,0.008718050327,0.48741826829999996,0.5125817317,0.04854368932,0.05785615217,0.07410342778,0.062413314840000005,0.05191202695,0.09827620369,0.11808995439999999,0.14325341789999999,0.08658609075,0.06538537745,0.09827620369,0.07291460272999999,0.022389538340000004,0.9601601602,0.039839839839999995,0.05257784584,0.057172026540000004,0.10566615619999999,0.1020929045,0.15364982130000002,0.2169474222,0.1260847371,0.12200102089999999,0.039305768250000005,0.024502297090000003,0.2154160286,0.2557427259,0.8141909137000001,0.1613067892,0.47115875450000005,0.3430321593,0.01367148801,0.0293243511,0.5111947692000001,0.3935010898,0.09530414107000001,0.8064196551999999,0.1935803448,0.39310481469999997,0.347929463,0.23657618390000001,Scott County,Scott
"Shelby County, Illinois",669,12,0.017937219730000002,8582,21832,226,21249,202,19,25,0,0,111,21832,10791,11041,1179,1263,1330,1324,1138,2341,2398,2938,1622,1615,2580,1364,740,44.8,758.5139999999999,0.069,21647,20714,16105,8396,933,9203,464,515,1069,1114,1291,2060,1245,1114,235,96,51157,59674,25320,46107,31891,1.793721973,3.0643092710000004,39.3092708,28.78259333,3,2048,2405,7758,1349,4453,3305,130,583,10973,8755,2104,17148,4684,8575,6958,5559,0.01035177721,0.9732960790999999,0.009252473433,0.0008702821546000001,0.001145108098,0.0,0.0,0.005084279956,0.49427445950000004,0.5057255405,0.054003297910000005,0.057850861120000006,0.06091975082000001,0.06064492488,0.05212532063,0.1072279223,0.10983876880000001,0.1345731037,0.07429461341,0.07397398313999999,0.1181751557,0.06247709784,0.033895199710000004,0.9568993393999999,0.04310066059999999,0.05041834184999999,0.05596001303999999,0.11615777460000001,0.1210474845,0.1402803434,0.2238400522,0.1352819733,0.1210474845,0.025535151580000002,0.01043138107,0.22253612949999999,0.2613278279,0.8429859828,0.1465826361,0.48386395740000004,0.3591220254,0.005954562110999999,0.02670392085,0.5026108465,0.40101685600000003,0.09637229754000001,0.7854525467,0.21454745329999997,0.39277207770000006,0.3187064859,0.2546262367,Shelby County,Shelby
"St. Clair County, Illinois",7920,220,0.02777777778,105217,263463,10507,162966,79040,322,3720,56,643,6209,263463,127237,136226,16721,17759,17237,16878,16729,34666,33220,35299,18242,17839,21969,11986,4918,38.3,657.7289999999999,0.09,257597,240606,173414,99849,16991,103063,9299,5248,10037,10045,13889,16647,12819,15379,5268,4432,53681,73185,29541,52625,40036,2.777777778,3.0061147110000004,39.93615802,400.56467030000005,3,24584,23934,77984,20647,48518,29466,7230,100497,153210,93349,16904,224590,38873,119990,86761,51794,0.03988036271,0.6185536489,0.3000041752,0.001222183001,0.0141196297,0.0002125535654,0.002440570403,0.023566876559999998,0.4829406786,0.5170593214,0.06346621727000001,0.06740604943,0.06542474655,0.06406212637,0.06349658206,0.1315782482,0.1260898115,0.1339808626,0.06923932393,0.06770969738,0.08338552282,0.04549405419,0.01866675776,0.9340403809000001,0.06595961909,0.09022636640000001,0.05092031088000001,0.09738703511,0.09746465754000001,0.1347622328,0.1615225639,0.1243802334,0.14921940949999998,0.05111436694,0.04300282352,0.2385337124,0.23222689030000002,0.7566634001000001,0.2003337764,0.47076060270000003,0.2859027973,0.02744218353,0.38144635109999997,0.5815237813,0.3543154067,0.06416081195000001,0.8524536652,0.1475463348,0.4554339699,0.329309998,0.1965892744,St. Clair County,St. Clair
"Stark County, Illinois",86,3,0.03488372093,2686,5500,88,5267,38,0,61,0,0,46,5500,2716,2784,310,326,317,357,296,517,619,726,468,380,635,376,173,45.1,288.026,0.05,5398,5042,3917,2051,356,2294,131,152,232,298,287,464,307,224,99,100,52260,70542,30225,50337,38036,3.488372093,1.5636363640000002,48.83636364,19.09549832,1,515,585,1871,323,1100,771,46,233,2742,2209,549,4316,1184,2123,1813,1391,0.016,0.9576363636,0.006909090909,0.0,0.01109090909,0.0,0.0,0.008363636364,0.4938181818,0.5061818182,0.05636363636,0.059272727270000006,0.05763636364,0.06490909091,0.05381818182,0.094,0.11254545449999999,0.132,0.08509090909,0.06909090909,0.1154545455,0.06836363636,0.031454545449999996,0.934049648,0.06595035198,0.057105492589999994,0.0662598082,0.1011333915,0.1299040976,0.1251089799,0.2022667829,0.1338273758,0.09764603312999999,0.04315605928999999,0.043591979079999996,0.2244986922,0.2550130776,0.8156059284999999,0.1408020924,0.4795117698,0.3360941587,0.008363636364,0.04236363636,0.49854545450000004,0.4016363636,0.09981818182,0.7847272727,0.2152727273,0.386,0.3296363636,0.2529090909,Stark County,Stark
"Stephenson County, Illinois",981,7,0.007135575943,16768,45433,1725,37665,4469,47,366,0,56,1105,45433,21986,23447,2513,3134,2459,2562,2785,4430,4794,6067,3275,3677,5156,3077,1504,45.1,564.566,0.09,44692,42245,28693,20418,2447,19609,1374,1084,2659,1937,3164,3722,2296,2295,690,388,48016,62446,27453,49344,34519,0.7135575943000001,2.159223472,36.90709396,80.47420496,2,5117,5101,16236,2985,10218,6018,1208,7768,22677,18175,4581,35696,9737,17883,14136,11910,0.03796799683,0.8290229568999999,0.09836462483,0.001034490348,0.008055818458,0.0,0.001232584245,0.024321528399999997,0.48392137869999996,0.5160786213,0.055312217989999996,0.06898069685,0.05412365461,0.056390729210000004,0.061299055750000005,0.09750621795,0.1055180155,0.1335372967,0.0720841679,0.08093236194,0.1134857923,0.06772610217,0.03310369115,0.9452474716,0.05475252842,0.07006986588,0.05528073844,0.13560099949999999,0.09878117190999999,0.1613544801,0.18981080120000002,0.1170890917,0.1170380948,0.03518792391,0.01978683258,0.2609516039,0.260135652,0.8279871487999999,0.1522260187,0.5210872559,0.30689989289999997,0.026588603,0.17097704309999998,0.4991305879,0.40003961880000005,0.1008297933,0.7856844144,0.2143155856,0.3936125724,0.31113948010000003,0.2621442564,Stephenson County,Stephenson
"Tazewell County, Illinois",2645,56,0.021172022680000003,74083,133852,3019,125950,1747,207,1330,18,95,1486,133852,65987,67865,8005,8828,8635,8071,6890,16405,17274,17537,9278,9066,13069,7244,3550,40.9,646.4209999999999,0.08199999999999999,131396,126519,101544,45820,4877,54613,2227,1719,4421,5046,7851,11388,7693,8956,2747,2565,62342,80041,33077,56582,39469,2.117202268,1.976063114,55.34695036,207.0662927,1,8367,12897,40345,11703,21264,19081,1806,7902,74108,48950,10794,109989,23863,56834,44089,29379,0.022554761980000004,0.9409646475,0.01305172878,0.0015464841769999998,0.009936347608000001,0.0001344768849,0.0007097391147999999,0.01110181394,0.4929847892,0.5070152108,0.0598048591,0.06595344111000001,0.06451155007,0.060297941009999995,0.05147476317,0.12256073869999999,0.1290529839,0.13101784060000002,0.06931536324,0.06773152437,0.09763768938999999,0.05411947524,0.02652183008,0.9628831928,0.037116807210000005,0.04077783678,0.031476022189999994,0.08095142182,0.09239558347000001,0.1437569809,0.2085217805,0.1408638969,0.1639902587,0.05029937927,0.0469668394,0.1532052808,0.23615256440000001,0.7387435226000001,0.214289638,0.38935784520000005,0.34938567740000004,0.013492514119999998,0.05903535248,0.5536562771,0.3657024176,0.08064130532000001,0.8217210053,0.1782789947,0.4246032932,0.3293861877,0.219488689,Tazewell County,Tazewell
"Union County, Illinois",780,25,0.03205128205,8639,17127,876,15591,237,11,58,0,81,273,17127,8592,8535,907,964,1110,922,856,2063,2016,2287,1411,1172,1893,1098,428,43.7,413.46,0.098,16974,16004,10565,7825,970,6669,499,463,810,728,896,1252,911,714,235,161,49182,62746,25416,44301,38603,3.205128205,4.554212647,50.44082443,41.42359599,3,1772,1624,5559,949,3396,2163,365,1536,8838,6763,1526,13708,3419,6822,5714,4163,0.05114731126,0.9103170433,0.013837799960000001,0.0006422607579,0.003386465814,0.0,0.0047293746720000005,0.01593974426,0.5016640392,0.4983359608,0.05295731885,0.056285397329999994,0.0648099492,0.05383312897999999,0.04997956443,0.1204530858,0.1177088807,0.1335318503,0.08238453903,0.06842996437999999,0.11052723769999999,0.0641093011,0.02498978222,0.9428537764,0.05714622364,0.07482381167,0.06942570099999999,0.1214574899,0.1091617934,0.1343529765,0.187734293,0.1366021892,0.1070625281,0.03523766682,0.02414155046,0.2657070025,0.2435147698,0.8335582545999999,0.1423001949,0.5092217724,0.3243364822,0.02131137969,0.08968295673,0.5160273253000001,0.3948735914,0.08909908332000001,0.800373679,0.19962632100000002,0.3983184446,0.33362527,0.2430665032,Union County,Union
"Vermilion County, Illinois",1718,10,0.005820721769,36715,78407,3877,61549,10885,211,743,12,17,1113,78407,38967,39440,5142,5216,5152,4966,4621,9354,8919,9807,5857,4997,8059,4551,1766,40.3,898.29,0.109,75825,71169,47669,34968,4656,31180,2789,1747,3866,3557,4782,6046,3612,3127,1103,551,45384,59615,24272,45481,35461,0.5820721769,2.191130894,46.82617623,87.28472988,2,8402,8339,26399,4230,16741,9658,1353,16858,43370,28720,6317,64031,14376,34451,24583,17607,0.04944711569,0.7849936868,0.1388268905,0.0026910862550000004,0.009476194727999999,0.0001530475595,0.000216817376,0.01419516115,0.4969836877,0.5030163123,0.06558087926,0.06652467254,0.06570841889,0.06333618172000001,0.05893606437999999,0.1193005727,0.11375259859999999,0.12507811800000002,0.07469996301,0.06373155458,0.1027841902,0.05804328695,0.02252349918,0.93859545,0.06140454995,0.08944836434,0.05602950609,0.12398973699999999,0.1140795382,0.1533675433,0.1939063502,0.1158434894,0.1002886466,0.03537524054,0.017671584350000002,0.2694676074,0.26744708149999996,0.8466645285,0.13566388710000002,0.5369146889,0.3097498396,0.01725611234,0.2150063132,0.5531393881000001,0.3662938258,0.08056678613,0.8166490237,0.1833509763,0.4393867894,0.3135306797,0.22455903170000002,Vermilion County,Vermilion
"Wabash County, Illinois",226,5,0.02212389381,2984,11573,271,10918,93,14,119,0,0,158,11573,5666,5907,731,638,805,595,656,1317,1298,1467,929,843,1186,738,370,43.6,223.269,0.087,11494,10778,7907,4920,716,4896,303,296,619,525,646,933,778,534,154,108,51432,63491,26850,51086,30730,2.212389381,1.9528212219999999,25.78415277,51.83433437,1,1218,1171,4100,688,2389,1711,172,655,6040,4425,1108,9279,2294,4742,3694,2767,0.023416573059999998,0.9434027478,0.008035945736,0.001209712261,0.01028255422,0.0,0.0,0.01365246695,0.48958783380000004,0.5104121662,0.06316426164,0.05512831591,0.06955845502,0.051412771110000005,0.05668366024,0.11379936060000001,0.11215760820000001,0.1267605634,0.08027304934,0.07284195972999999,0.1024799101,0.06376911777000001,0.03197096691,0.9377066295,0.062293370449999996,0.0618872549,0.060457516339999996,0.1264297386,0.10723039220000001,0.1319444444,0.1905637255,0.15890522880000002,0.1090686275,0.03145424837,0.02205882353,0.24877450980000002,0.2391748366,0.8374183006999999,0.1405228758,0.4879493464,0.3494689542,0.014862179209999998,0.05659725222999999,0.5219044327000001,0.38235548259999996,0.09574008468,0.8017800051999999,0.1982199948,0.40974682450000005,0.3191912209,0.23909098760000003,Wabash County,Wabash
"Warren County, Illinois",496,8,0.01612903226,5446,17338,1631,14455,449,40,448,0,76,239,17338,8353,8985,1080,1039,1042,1516,1354,1754,2064,1970,1351,988,1754,1079,347,39.3,542.376,0.165,17143,16566,12026,6997,577,6690,413,261,751,598,1344,1317,821,796,166,223,49607,66183,26082,45779,36871,1.612903226,2.860768255,31.41077402,31.96675369,2,1425,1942,5505,962,3367,2138,355,2883,9849,6063,1426,14158,3180,7785,5385,3821,0.09407082708999999,0.8337178451999999,0.02589687392,0.002307071173,0.025839197140000002,0.0,0.004383435229,0.013784750259999999,0.48177413770000005,0.5182258623,0.062290921670000006,0.05992617372,0.06009920406,0.08743799746,0.07809435921,0.1011650709,0.1190448725,0.11362325529999999,0.07792132887,0.05698465797999999,0.1011650709,0.062233244900000005,0.02001384243,0.9663419472,0.03365805285,0.06173393124,0.03901345291,0.11225710009999999,0.08938714499,0.200896861,0.19686098649999997,0.1227204783,0.1189835575,0.024813153959999997,0.03333333333,0.2130044843,0.29028400600000004,0.8228699552,0.1437967115,0.5032884903,0.3195814649,0.02047525666,0.1662821548,0.5680585996,0.34969431310000004,0.08224708732000001,0.8165878417,0.1834121583,0.4490137271,0.31058945670000004,0.2203829738,Warren County,Warren
"Washington County, Illinois",307,2,0.00651465798,4053,14155,201,13607,117,18,34,8,2,168,14155,7108,7047,768,919,824,802,699,1634,1655,1926,1228,969,1435,883,413,43.4,562.5740000000001,0.061,13951,13452,10769,4666,499,5975,242,193,559,600,879,1190,967,861,282,202,59469,75730,32394,50580,36017,0.6514657979999999,2.1688449309999998,28.63299188,25.16113436,2,994,1479,4630,1143,2473,2157,196,548,7301,5558,1296,11424,2731,5646,4809,3287,0.014199929350000001,0.9612857646999999,0.008265630519,0.001271635465,0.0024019781,0.0005651713176000001,0.00014129282940000002,0.01186859767,0.5021547156,0.4978452844,0.05425644649,0.0649240551,0.058212645710000004,0.05665842458,0.049381843870000004,0.1154362416,0.1169198163,0.1360649947,0.08675379724,0.06845637584,0.1013776051,0.062380784179999996,0.029176969269999995,0.9642319547,0.035768045299999995,0.04050209205,0.03230125523,0.09355648536,0.10041841,0.1471129707,0.1991631799,0.1618410042,0.14410041839999999,0.047196652719999996,0.033807531380000005,0.1663598326,0.24753138079999998,0.7748953975,0.1912970711,0.4138912134,0.36100418409999996,0.01384669728,0.03871423525,0.5157894737,0.3926527729,0.09155775344,0.8070646415,0.19293535850000001,0.3988696574,0.33973860829999997,0.23221476510000003,Washington County,Washington
"Wayne County, Illinois",482,12,0.02489626556,5619,16487,81,15872,290,33,43,0,0,168,16487,8141,8346,1033,883,1201,945,866,1850,1827,2080,1213,1155,1869,1023,542,43.3,713.883,0.18600000000000003,16435,15192,10806,7147,1243,7075,390,462,751,816,1134,1571,946,707,163,135,49764,60785,26362,43619,35259,2.489626556,2.923515497,34.08139746,23.09482086,2,1603,1950,6070,870,3553,2517,201,615,8605,6317,1565,13053,3434,6778,5120,4047,0.004912961727,0.9626978831999999,0.01758961606,0.002001577,0.002608115485,0.0,0.0,0.010189846550000001,0.49378298049999997,0.5062170195,0.06265542549,0.05355734821,0.07284527202999999,0.05731788682,0.05252623279,0.11220961970000001,0.1108145812,0.1261600049,0.07357311821000001,0.070055195,0.11336204279999999,0.062048887000000004,0.03287438588,0.9243687253,0.07563127472,0.05512367491,0.06530035336000001,0.1061484099,0.115335689,0.1602826855,0.22204947,0.1337102473,0.09992932862,0.02303886926,0.01908127208,0.2265724382,0.2756183746,0.85795053,0.12296819789999999,0.5021908127,0.35575971729999994,0.01219142355,0.03730211682,0.5219263662,0.38315036090000004,0.09492327287999999,0.7917146843,0.2082853157,0.411111785,0.3105477043,0.2454661248,Wayne County,Wayne
"White County, Illinois",269,4,0.014869888480000003,7252,14025,198,13537,101,5,51,4,2,127,14025,6882,7143,810,936,811,775,699,1597,1523,1788,1155,911,1535,952,533,44.1,494.787,0.064,13688,12934,8951,6237,754,6082,502,324,734,625,970,1260,864,467,238,98,47773,58877,25859,49589,32588,1.4869888480000002,1.918003565,51.70766488,28.3455305,1,1560,1595,5279,705,3155,2124,138,488,7151,5389,1485,11005,3020,5628,4466,3398,0.01411764706,0.9652049911,0.007201426025000001,0.00035650623889999997,0.0036363636359999997,0.00028520499110000003,0.0001426024955,0.009055258467,0.4906951872,0.5093048128000001,0.057754010700000004,0.06673796791,0.05782531194,0.05525846702000001,0.049839572189999994,0.11386809269999999,0.1085918004,0.127486631,0.08235294118,0.06495543672000001,0.10944741529999999,0.06787878788,0.03800356506,0.9449152542,0.055084745760000005,0.08253863861,0.05327195002,0.12068398550000001,0.1027622493,0.1594870109,0.2071686945,0.1420585334,0.07678395265,0.039131864520000004,0.016113120680000002,0.2564945742,0.2622492601,0.8679710622,0.11591581720000001,0.5187438343,0.3492272279,0.009839572193,0.03479500891,0.5098752228,0.38424242420000004,0.10588235289999999,0.7846702317,0.21532976829999997,0.4012834225,0.3184313725,0.24228163989999998,White County,White
"Whiteside County, Illinois",1400,27,0.01928571429,20122,56396,6687,47787,900,52,269,44,72,585,56396,27799,28597,3213,3426,3697,3609,3156,5966,6456,7327,4150,4163,6058,3402,1773,43.2,684.2339999999999,0.135,55523,52805,39020,22250,2718,23346,1042,941,2649,2640,3652,4723,3282,2693,931,793,53828,69695,29167,49251,33038,1.928571429,2.4824455640000003,35.67983545,82.42209537,2,4632,6292,18929,3624,10924,8005,753,8609,29523,21698,5175,45163,11233,23067,17933,13623,0.1185722392,0.8473473295999999,0.01595857862,0.0009220512092999999,0.004769841833,0.0007801971771,0.0012766862900000001,0.0103730761,0.4929250301,0.5070749699,0.05697212568,0.06074898928999999,0.06555429463,0.06399390028,0.0559614157,0.10578764449999999,0.114476204,0.1299205617,0.0735867792,0.07381729201000001,0.1074189659,0.060323427189999994,0.031438399889999996,0.9510473137000001,0.048952686270000004,0.04463291356000001,0.04030669065,0.11346697509999999,0.1130814701,0.1564293669,0.2023044633,0.14058082759999999,0.1153516662,0.03987835175,0.033967274910000005,0.1984065793,0.269510837,0.8108027070999999,0.155230018,0.4679174163,0.34288529079999996,0.01335201078,0.1526526704,0.5234945741,0.38474359880000003,0.09176182707999998,0.800819207,0.199180793,0.4090183701,0.31798354489999997,0.2415596851,Whiteside County,Whiteside
"Will County, Illinois",18356,427,0.023262148619999996,275472,688697,117522,442248,75872,559,36393,140,836,15127,688697,341816,346881,41129,47526,54724,52458,44598,80263,95837,105054,45491,37967,51064,23314,9272,37.6,835.883,0.091,681426,643207,535596,174150,38219,227848,7387,4798,13631,15322,22326,39146,31996,47952,24151,21139,83504,102746,35259,66607,47342,2.326214862,2.665323067,39.99901263,823.9155480000001,2,25816,37648,134606,72103,63464,71142,16662,246449,416535,239576,32586,605047,83650,320698,246382,112345,0.17064398420000002,0.6421517736,0.1101674612,0.0008116777043999999,0.05284326779,0.0002032824304,0.001213886513,0.02196466661,0.496322766,0.503677234,0.059720022010000005,0.06900857707000001,0.07946019803,0.07616992669,0.06475707024,0.1165432694,0.1391569878,0.1525402318,0.06605372174,0.05512874312000001,0.07414581449,0.03385233274,0.01346310496,0.9439132055,0.056086794460000006,0.03242073663,0.021057898250000002,0.05982497102999999,0.06724658543999999,0.09798637687999999,0.17180752079999997,0.14042695130000002,0.21045609350000002,0.1059961027,0.09277676346000001,0.11330360589999999,0.1652329623,0.5907710403,0.31645219620000004,0.2785365682,0.3122344721,0.02419351326,0.3578482264,0.6048160511999999,0.3478685111,0.0473154377,0.8785387478,0.12146125220000001,0.4656590634,0.3577509413,0.1631268903,Will County,Will
"Williamson County, Illinois",1883,59,0.03133297928999999,31868,67299,1749,60494,2759,146,744,0,33,1374,67299,33607,33692,3986,3885,4491,3608,3802,8670,8651,8869,4705,4446,7022,3785,1379,40.9,420.181,0.113,65328,61574,43556,27639,3754,27089,1908,1694,3201,2993,3953,5021,3263,3488,895,673,49053,64486,26756,51049,36683,3.133297929,2.797961337,47.35285814,160.16669009999998,2,6803,6946,22033,4383,13749,8284,1553,6805,37093,25042,5164,55113,12186,28442,22225,15253,0.02598849909,0.8988840845,0.0409961515,0.002169423023,0.011055141979999999,0.0,0.0004903490393999999,0.02041635091,0.49936848990000005,0.5006315101,0.05922822033,0.05772745509,0.06673204654,0.05361149496999999,0.05649415296,0.1288280658,0.12854574359999998,0.1317850191,0.06991188576,0.06606338876000001,0.104340332,0.05624154891,0.02049064622,0.9425361254000001,0.0574638746,0.07043449371,0.06253460813999999,0.1181660453,0.1104876518,0.1459263908,0.1853519879,0.1204547972,0.1287607516,0.03303924102,0.024844032630000002,0.2511351471,0.2564140426,0.8133559747,0.1617999926,0.5075491897,0.305806785,0.023076122969999998,0.10111591550000001,0.5511671793,0.3721006256,0.07673219513,0.8189274729000001,0.18107252710000002,0.4226214357,0.3302426485,0.2266452696,Williamson County,Williamson
"Winnebago County, Illinois",10183,180,0.01767651969,133444,286174,35640,199283,35871,434,7303,52,368,7223,286174,139748,146426,17976,18416,19374,18446,17533,35563,34184,38383,19588,19285,27170,13678,6578,39.6,513.22,0.095,283046,264500,184149,120183,18546,114608,8273,5764,12315,11758,16138,22096,14845,14121,5385,3913,52743,69030,28250,51692,38230,1.767651969,3.5583246560000004,46.63037173,557.6049257999999,3,26352,27896,91189,19506,54248,36941,8077,86891,161492,104426,20256,238748,47426,127308,92155,60133,0.1245396158,0.6963700406000001,0.125346817,0.001516559855,0.02551943922,0.00018170763240000002,0.001285930937,0.025239889019999996,0.4883322734,0.5116677265999999,0.06281493078,0.06435245690000001,0.06770007059,0.06445728822,0.06126692152000001,0.1242705487,0.1194518021,0.1341246934,0.06844786738,0.06738907098,0.09494223794,0.04779609608,0.0229860155,0.9344770815000001,0.06552291853999999,0.07218518777,0.05029317325,0.1074532319,0.1025931872,0.14081041460000002,0.1927963144,0.1295284797,0.1232112942,0.04698624878,0.034142468239999994,0.22993159289999998,0.2434036018,0.7956599888,0.1701975429,0.47333519479999997,0.3223247941,0.02822408744,0.30362995940000004,0.5643140187,0.3649038697,0.07078211158,0.8342756505,0.16572434949999998,0.44486221670000003,0.3220243628,0.210127405,Winnebago County,Winnebago
"Woodford County, Illinois",618,14,0.02265372168,16973,38817,695,37095,240,10,204,0,0,573,38817,19343,19474,2384,2577,2911,2704,2266,4081,4651,5161,2800,2721,3502,1926,1133,40.0,527.781,0.096,38239,36809,31316,11348,1430,14566,461,530,955,958,1789,3024,2293,2436,1243,877,71867,91250,35104,62038,41435,2.2653721680000003,1.592085942,43.7256872,73.54755097,1,1946,2747,10010,3679,4693,5317,583,1722,21574,14184,3059,32256,6561,16923,12612,8149,0.01790452637,0.9556379937,0.006182858026,0.0002576190844,0.005255429322,0.0,0.0,0.014761573540000001,0.498312595,0.501687405,0.06141638972999999,0.06638843806,0.07499291547999999,0.06966020043,0.058376484529999995,0.1051343484,0.1198186362,0.13295720949999998,0.07213334364,0.07009815287,0.09021820336000001,0.04961743566000001,0.029188242260000004,0.9626036245999999,0.03739637543,0.03164904572,0.03638610463,0.06556364136,0.06576960043999999,0.1228202664,0.20760675550000002,0.15742139230000002,0.1672387752,0.0853357133,0.0602087052,0.1335987917,0.1885898668,0.6872168062999999,0.2525744885,0.3221886585,0.3650281477,0.015019192619999998,0.044362006339999996,0.5557874127,0.36540690929999997,0.07880567792,0.8309761187000001,0.16902388129999998,0.43596877659999994,0.3249091893,0.2099337919,Woodford County,Woodford
