county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84,County,county
"Fulton County, Illinois",518,1,0.001930501931,15188,35418,1043,32549,1315,87,49,10,0,365,35418,18496,16922,1723,1909,2116,2029,2053,4203,4578,4793,2484,2591,3758,1938,1243,43.0,865.702,0.061,32889,30898,22996,14362,1991,14090,1042,767,1783,1450,1976,3063,1792,1500,417,300,50180,62429,25538,47362,32055,0.1930501931,1.462533175,42.88215032,40.91246179,1,3592,3426,11873,1917,7018,4855,462,2869,18611,13626,3181,28479,6939,14033,11855,8287,0.029448303119999998,0.9189959906999999,0.037128014,0.002456378113,0.001383477328,0.00028234231180000003,0.0,0.01030549438,0.5222203399,0.4777796601,0.048647580329999995,0.053899147329999994,0.05974363318,0.05728725507,0.05796487662000001,0.11866847369999999,0.1292563104,0.1353266701,0.07013383026,0.07315489299,0.1061042408,0.054717940029999995,0.03509514936,0.9394630423999999,0.060536957649999994,0.07395315827,0.05443577005,0.126543648,0.10290986519999999,0.1402413059,0.2173882186,0.1271823989,0.1064584812,0.029595457769999996,0.021291696239999998,0.2549325763,0.24315117100000003,0.8426543648,0.136053939,0.4980837473,0.3445706175,0.01304421481,0.08100400926,0.5254672765,0.3847196341,0.08981308938999999,0.8040826698000001,0.1959173302,0.39621096619999996,0.3347168107,0.2339770738,Fulton County,Fulton
"Gallatin County, Illinois",107,2,0.018691588789999998,1088,5157,75,4936,12,27,22,0,5,80,5157,2472,2685,264,285,343,249,268,540,610,660,375,353,693,405,112,45.3,322.99,0.068,5157,4973,3189,2857,184,2314,260,115,334,253,353,393,295,214,62,35,42500,57026,25572,47340,34425,1.869158879,2.074849719,21.09753733,15.96643859,2,709,606,2003,276,1315,688,112,221,2559,2081,517,3947,1210,1949,1645,1451,0.014543339150000001,0.9571456273000001,0.002326934264,0.005235602094,0.004266046151,0.0,0.0009695559433999999,0.015512895090000001,0.4793484584,0.5206515415999999,0.05119255381,0.05526468877,0.06651153772000001,0.04828388598,0.05196819857,0.1047120419,0.11828582509999999,0.1279813845,0.07271669575,0.0684506496,0.13438045380000002,0.07853403141,0.02171805313,0.9643203413,0.03567965872,0.11235955060000001,0.04969749352,0.1443388073,0.1093344857,0.1525496975,0.16983578219999998,0.1274848747,0.09248055314999999,0.026793431290000003,0.015125324109999998,0.30639585129999997,0.2618841832,0.8656006914,0.11927398439999999,0.5682800346,0.29732065690000004,0.02171805313,0.0428543727,0.4962187318,0.4035291836,0.10025208449999999,0.7653674617,0.23463253829999997,0.3779329067,0.3189839054,0.2813651348,Gallatin County,Gallatin
"Greene County, Illinois",290,15,0.051724137930000004,4737,13218,86,12746,194,40,25,0,0,127,13218,6668,6550,660,883,720,791,765,1526,1577,1863,1090,859,1332,771,381,42.9,543.02,0.066,12932,12105,7886,6106,827,5005,369,346,578,633,788,979,588,545,102,77,46052,58630,23946,43873,33333,5.1724137930000005,2.193977909,35.83749433,24.34164487,2,1293,1421,4281,647,2714,1567,167,472,6922,5144,1152,10734,2484,5345,4530,2962,0.006506279316,0.9642911181999999,0.014676955669999998,0.0030261764260000002,0.0018913602660000002,0.0,0.0,0.009608110153,0.5044636102000001,0.4955363898,0.04993191103,0.06680284461,0.05447117567000001,0.059842638829999996,0.05787562415,0.1154486307,0.1193070056,0.14094416699999998,0.08246330761,0.06498713875,0.100771675,0.05832955061000001,0.028824330460000002,0.9360501083,0.06394989174,0.07372627373,0.06913086913,0.11548451550000001,0.12647352650000002,0.15744255740000002,0.19560439559999998,0.1174825175,0.1088911089,0.02037962038,0.015384615380000001,0.2583416583,0.2839160839,0.8553446553,0.1292707293,0.5422577423,0.3130869131,0.012634286580000001,0.035708881830000004,0.5236798305,0.38916628840000006,0.08715388107000001,0.8120744439,0.1879255561,0.40437282490000004,0.3427144803,0.22408836440000002,Greene County,Greene
"Grundy County, Illinois",965,7,0.007253886009999999,14045,50509,4877,43702,611,17,401,17,216,668,50509,25241,25268,3142,3813,3645,3421,2933,6408,7061,7084,3673,2632,3955,1980,762,37.6,418.088,0.08900000000000001,50217,48112,39456,14358,2105,19398,815,821,1179,1151,2122,3731,2952,3756,1915,956,74140,87844,33308,62983,42238,0.7253886009999999,1.910550595,27.806925500000002,120.80949469999999,1,2815,3273,12771,5671,6088,6683,918,6807,30423,17344,2742,43812,6697,23362,17818,8567,0.09655704924000001,0.8652319389,0.01209685403,0.00033657367989999997,0.007939179155999999,0.00033657367989999997,0.0042764655799999995,0.01322536578,0.49973272090000004,0.5002672791,0.06220673542999999,0.07549149656000001,0.07216535667,0.06773050347,0.05806885902000001,0.1268684789,0.13979686789999998,0.1402522323,0.07271971332,0.05210952504,0.07830287672,0.03920093449,0.01508642024,0.9580819244,0.04191807555,0.04201464068,0.04232395092,0.0607794618,0.05933601402000001,0.1093927209,0.19233941640000002,0.1521806372,0.1936282091,0.09872151768,0.049283431280000005,0.1451180534,0.16872873489999998,0.6583668418999999,0.2923497268,0.31384678829999996,0.3445200536,0.01817497872,0.1347680611,0.6023282979,0.34338434729999995,0.054287354729999994,0.8674097686,0.1325902314,0.46253143,0.3527688135,0.16961333620000002,Grundy County,Grundy
"Hamilton County, Illinois",120,2,0.01666666667,2013,8221,198,7920,31,23,49,0,0,0,8221,4018,4203,466,516,534,500,367,891,916,1028,625,653,920,553,252,44.1,434.634,0.063,8148,7642,5759,3175,506,3376,194,218,325,280,441,816,399,464,128,111,56862,67205,27795,47229,36786,1.6666666669999999,1.459676438,24.48607225,18.91476507,1,737,721,2673,592,1458,1215,23,301,4190,3226,805,6496,1725,3274,2569,2126,0.024084661230000002,0.9633864493000001,0.003770830799,0.002797713174,0.005960345457,0.0,0.0,0.0,0.4887483275,0.5112516725,0.056684101689999995,0.06276608685,0.06495560151,0.0608198516,0.044641771069999996,0.1083809756,0.1114219681,0.1250456149,0.0760248145,0.07943072619,0.1119085269,0.06726675587,0.030653205210000003,0.9378988709,0.06210112911,0.057464454979999996,0.06457345972,0.09626777251,0.08293838863,0.13062796210000002,0.24170616109999998,0.1181872038,0.1374407583,0.037914691939999995,0.03287914692,0.2183056872,0.2135663507,0.7917654028,0.17535545019999998,0.4318720379,0.3598933649,0.002797713174,0.03661355066,0.5096703564,0.3924096825,0.09791996107999999,0.790171512,0.209828488,0.3982483883,0.3124923975,0.25860600899999997,Hamilton County,Hamilton
"Hancock County, Illinois",309,4,0.01294498382,6987,18112,268,17435,148,3,69,0,0,189,18112,9008,9104,964,1039,1103,1030,936,1842,1924,2395,1354,1459,2179,1270,617,46.0,793.7189999999999,0.063,17931,17395,12327,7778,536,7420,415,360,885,795,1110,1574,1144,738,200,199,51549,63252,26880,46788,34923,1.294498382,1.7060512369999998,38.57663428,22.81915892,1,1660,1905,6283,938,3565,2718,192,677,8838,7387,1887,14046,4066,6914,5673,4908,0.01479681979,0.9626214664,0.008171378092,0.0001656360424,0.0038096289750000002,0.0,0.0,0.010435070670000001,0.4973498233,0.5026501767,0.05322438163,0.05736528268999999,0.06089885159,0.056868374560000004,0.05167844523,0.10170053,0.1062279152,0.13223277390000002,0.07475706714,0.08055432862,0.1203069788,0.07011925795,0.03406581272,0.9701076348000001,0.02989236518,0.05592991914,0.04851752022,0.1192722372,0.1071428571,0.1495956873,0.21212938010000001,0.1541778976,0.09946091643999999,0.0269541779,0.026819407009999997,0.2237196765,0.2567385445,0.8467654987000001,0.1264150943,0.480458221,0.3663072776,0.010600706709999998,0.03737853357,0.48796378090000003,0.40785114840000003,0.10418507070000001,0.7755079505,0.22449204949999998,0.3817358657,0.31321775620000003,0.2709805654,Hancock County,Hancock
"Hardin County, Illinois",53,0,0.0,1342,4009,69,3793,112,11,1,0,0,23,4009,1976,2033,131,159,246,273,218,355,574,616,267,318,577,162,113,46.2,177.472,0.078,3921,3584,2333,1903,337,1438,131,112,187,185,182,277,153,161,30,20,43081,63443,25795,52260,27500,0.0,1.322025443,33.47468197,22.5894789,1,430,367,1227,191,797,430,34,216,1956,1778,275,3157,852,1382,1457,1057,0.017211274630000002,0.9461212272,0.027937141430000003,0.0027438263909999997,0.0002494387628,0.0,0.0,0.005737091544,0.4928909953,0.5071090047,0.03267647792,0.039660763280000004,0.06136193563999999,0.06809678224,0.05437765029,0.08855076079,0.1431778498,0.1536542779,0.06660014966,0.07932152657000001,0.1439261661,0.04040907957,0.028186580189999998,0.9140525376,0.08594746237999999,0.09109874826,0.07788595271000001,0.13004172460000002,0.128650904,0.1265646732,0.1926286509,0.1063977747,0.11196105699999999,0.02086230876,0.01390820584,0.2990264256,0.2552155772,0.8532684284000001,0.1328233658,0.5542420028,0.2990264256,0.008480917935,0.053878772760000006,0.48790222,0.4435021202,0.06859565977000001,0.7874781741,0.2125218259,0.3447243702,0.3634322774,0.2636567723,Hardin County,Hardin
"Henderson County, Illinois",128,0,0.0,1883,6884,117,6620,5,16,48,0,0,78,6884,3369,3515,330,321,367,380,359,645,649,950,683,503,924,587,186,49.7,378.789,0.099,6823,6369,5186,2660,454,2990,97,150,299,343,530,747,381,348,54,41,52712,65045,28401,46081,29452,0.0,1.859384079,27.35328298,18.17370621,1,546,873,2547,402,1419,1128,94,264,3051,3060,773,5187,1697,2402,2282,2014,0.0169959326,0.9616502034000001,0.0007263219059,0.002324230099,0.006972690296,0.0,0.0,0.011330621729999999,0.4893957002,0.5106042998,0.04793724579,0.04662986636,0.05331202789,0.055200464850000006,0.05214991284,0.09369552586000002,0.09427658338,0.13800116210000002,0.09921557233999999,0.07306798373,0.1342242882,0.08527019175,0.0270191749,0.9334603547,0.06653964532000001,0.03244147157,0.050167224079999996,0.1,0.1147157191,0.1772575251,0.2498327759,0.1274247492,0.1163879599,0.01806020067,0.01371237458,0.1826086957,0.29197324410000003,0.8518394649,0.1344481605,0.47458193979999996,0.3772575251,0.013654851830000002,0.03834979663,0.44320162700000004,0.4445090064,0.1122893666,0.7534863451,0.2465136549,0.3489250436,0.3314933178,0.2925624637,Henderson County,Henderson
"Henry County, Illinois",846,7,0.008274231678,20732,49464,2773,44823,848,102,274,0,54,590,49464,24536,24928,2741,2990,3321,3200,2581,5281,5859,6451,3838,3363,5476,3017,1346,43.1,822.9989999999999,0.092,48734,46576,37565,17909,2158,20023,1176,1000,2108,2136,2499,3707,2750,3178,886,583,57250,69866,29014,53794,36576,0.8274231678,1.710334789,41.91331069,60.10213864,1,4284,4635,15376,4064,8919,6457,746,4641,25973,19128,4363,39625,9839,20114,16148,11856,0.05606097364,0.9061741873,0.01714378134,0.0020621057740000002,0.005539382177,0.0,0.001091703057,0.01192786673,0.49603752219999997,0.5039624778,0.05541403849,0.060448002589999994,0.06713973798999999,0.06469351447999999,0.052179362769999994,0.1067645156,0.11844978169999999,0.1304180818,0.07759178392,0.06798884037000001,0.1107067766,0.06099385412,0.027211709530000003,0.9557188,0.04428119998,0.05873245767000001,0.049942566050000005,0.1052789292,0.1066773211,0.1248064726,0.1851370923,0.1373420566,0.1587174749,0.04424911352,0.029116516010000003,0.213953953,0.2314837936,0.7679168956,0.2029665884,0.44543774659999996,0.32247914899999996,0.015081675559999999,0.09382581271,0.5250889536,0.3867054828,0.08820556364,0.8010876597,0.19891234030000002,0.4066391719,0.3264596474,0.2396894711,Henry County,Henry
"Iroquois County, Illinois",492,19,0.038617886180000005,14003,28169,1914,25375,282,16,91,0,108,383,28169,13751,14418,1488,1653,1815,1794,1502,2898,3141,3733,2043,2209,3133,1925,835,44.5,1117.406,0.063,27740,26068,18840,11865,1672,11779,532,795,1318,1231,1866,2382,1660,1309,442,244,51825,64658,26976,48161,32326,3.8617886180000003,1.7466008730000002,49.71067486,25.20927935,1,2645,3097,9784,1751,5742,4042,507,2794,14291,11118,2760,22276,5893,11150,8917,7267,0.06794703397000001,0.9008129504000001,0.010011005009999999,0.000568000284,0.003230501615,0.0,0.0038340019170000003,0.0135965068,0.4881607441,0.5118392559,0.052824026409999995,0.05868152934,0.06443253222,0.06368703183999999,0.05332102666,0.1028790514,0.1115055558,0.1325215663,0.07252653626,0.07841953921,0.11122155560000001,0.06833753417,0.029642514819999997,0.9397260274,0.060273972599999996,0.04516512437,0.06749299601,0.1118940487,0.10450802279999999,0.1584175227,0.2022242975,0.1409287715,0.11112997710000001,0.03752440784,0.02071483148,0.2245521691,0.2629255455,0.8306307836,0.1486543849,0.4874777146,0.343153069,0.017998509,0.09918704958999999,0.5073307537,0.39468919729999996,0.09798004899,0.7907983954000001,0.2092016046,0.3958251979,0.3165536583,0.25797862899999996,Iroquois County,Iroquois
"Jackson County, Illinois",1542,26,0.0168612192,22926,58551,2530,43423,8604,102,2003,2,177,1710,58551,28989,29562,3018,2832,2952,5837,8594,8577,5807,5888,3444,3247,4752,2456,1147,31.6,584.072,0.083,57971,53700,39523,21664,4271,23728,3653,1937,3326,2331,3161,3416,2273,1913,968,750,37802,58035,24521,44483,36047,1.68612192,2.633601476,39.15560793,100.2462025,2,8916,5492,20097,2881,14408,5689,1991,15128,37617,17331,3603,50196,8355,31810,15139,10455,0.04321019282,0.7416269577,0.1469488139,0.001742071015,0.03420949258,3.4200000000000005e-05,0.003023005585,0.029205308189999998,0.49510682990000004,0.5048931701,0.05154480709,0.048368089360000005,0.05041758467,0.09969086779,0.1467780226,0.14648767740000002,0.09917849396,0.1005619033,0.05882051545,0.05545592731000001,0.08116001434999999,0.04194633738,0.01958975936,0.9263252315999999,0.07367476842000001,0.1539531355,0.08163351315,0.1401719488,0.09823836816999999,0.1332181389,0.1439649359,0.09579399865,0.0806220499,0.04079568442,0.031608226569999995,0.3757585974,0.23145650710000001,0.8469740390999999,0.1214177343,0.6072151045,0.2397589346,0.03400454305,0.2583730423,0.6424655429,0.2959983604,0.06153609674,0.8573038889,0.1426961111,0.5432870489,0.2585609127,0.178562279,Jackson County,Jackson
"Jasper County, Illinois",264,10,0.03787878788,3443,9598,24,9326,97,16,4,0,32,99,9598,4809,4789,583,650,604,553,499,1042,1079,1345,771,678,965,541,288,42.8,494.61400000000003,0.07400000000000001,9535,8841,6556,3778,694,3656,316,235,334,308,438,851,463,513,127,71,54951,63677,25536,42887,35917,3.787878788,2.750573036,35.87205668,19.40503099,2,885,746,2945,640,1631,1314,147,272,5010,3759,829,7804,1794,3931,3195,2184,0.002500520942,0.9716607627,0.01010627214,0.001667013961,0.0004167534903,0.0,0.003334027922,0.010314648890000002,0.5010418837,0.49895811630000003,0.060741821210000005,0.06772244218,0.06292977704,0.05761617004,0.051989997919999996,0.1085642842,0.11241925400000001,0.1401333611,0.08032923526,0.07063971661,0.1005417795,0.05636590956,0.030006251299999998,0.9272155218000001,0.07278447824,0.08643326038999999,0.06427789934,0.09135667396,0.08424507659,0.1198030635,0.2327680525,0.12664113789999998,0.1403172867,0.03473741794,0.01942013129,0.2420678337,0.20404814,0.8055251641,0.1750547046,0.44611597369999995,0.35940919039999997,0.015315690769999998,0.028339237339999997,0.5219837465999999,0.3916440925,0.08637216087,0.8130860595999999,0.18691394039999998,0.4095644926,0.3328818504,0.2275474057,Jasper County,Jasper
"Jefferson County, Illinois",905,48,0.053038674029999996,12865,38169,969,32703,3193,44,449,0,24,787,38169,19567,18602,2392,2535,2105,2155,2315,4732,4663,5141,2554,2603,3968,2221,785,41.0,571.207,0.069,35686,33641,22893,16327,2045,15223,1298,740,1966,1608,2255,2875,1637,1852,577,415,47617,64402,25770,48909,34147,5.303867403,2.371034085,33.70536299,66.8216601,2,4004,3863,12379,2429,7867,4512,855,5466,20897,14266,3006,31195,6974,16234,12358,8792,0.02538709424,0.8567947811,0.08365427441,0.001152767953,0.01176347298,0.0,0.0006287825198,0.0206188268,0.5126411486,0.4873588514,0.06266865781,0.06641515366,0.055149466839999994,0.05645943043,0.060651313889999996,0.1239749535,0.12216720380000001,0.1346904556,0.06691293982,0.06819670413,0.1039587099,0.058188582360000005,0.02056642825,0.9426946141,0.05730538587,0.08526571634999999,0.04861065493,0.1291466859,0.10562963939999999,0.1481311174,0.1888589634,0.10753465150000001,0.1216580175,0.037903172830000005,0.027261380810000003,0.26302305719999997,0.25376075670000003,0.8131774289,0.1595611903,0.516783814,0.2963936149,0.02240037727,0.14320521890000001,0.5474861799,0.3737588095,0.07875501061000001,0.8172862794,0.1827137206,0.42531897609999997,0.3237705992,0.2303439964,Jefferson County,Jefferson
"Jersey County, Illinois",473,21,0.044397463,7793,22069,302,21162,105,23,47,0,2,428,22069,10841,11228,1032,1069,1623,1640,1446,2372,2467,3072,1644,1595,2269,1284,556,42.7,369.286,0.129,21704,20547,16592,6953,1157,8665,511,331,757,924,1341,1408,1200,1425,532,236,56747,71313,28924,53594,38125,4.4397462999999995,2.143277901,35.31197608,59.76126904,2,1599,2265,6472,1957,3864,2608,453,907,11649,8580,1840,17960,4109,9182,7183,5148,0.013684353619999999,0.9589016267,0.004757805066,0.001042185872,0.002129684172,0.0,9.059999999999999e-05,0.0193937197,0.4912320449,0.5087679551,0.046762426929999996,0.04843898681,0.07354207259,0.07431238389,0.06552177262,0.10748108210000001,0.1117857628,0.1391997825,0.0744936336,0.07227332457,0.10281390189999999,0.05818115909,0.02519371063,0.9466918540000001,0.05330814596,0.058972879400000004,0.03819965378,0.08736295441,0.10663589150000001,0.1547605309,0.1624927871,0.1384881708,0.1644547028,0.061396422390000004,0.027236006919999996,0.18453548760000002,0.2613964224,0.7469128679000001,0.2258511252,0.44593191,0.3009809579,0.020526530430000002,0.04109837328,0.5278444877,0.3887806425,0.08337486973,0.8138112284000001,0.1861887716,0.4160587249,0.3254791789,0.2332683855,Jersey County,Jersey
"Jo Daviess County, Illinois",498,7,0.0140562249,7365,21834,648,20695,110,57,95,12,8,209,21834,10956,10878,923,1122,1335,1220,1012,1917,2255,2740,1567,1978,3350,1753,662,49.7,600.906,0.071,21672,20658,16620,8355,1014,9758,469,364,999,1111,1375,1993,1321,1391,464,271,57083,73074,32710,46528,35040,1.40562249,2.280846386,33.73179445,36.33513395,2,1832,2486,7632,1855,4318,3314,286,1139,9784,9635,2415,16069,5765,7529,6562,7081,0.0296784831,0.9478336539,0.005038014106,0.00261060731,0.004351012183,0.0005496015389,0.00036640102589999995,0.009572226801999999,0.501786205,0.498213795,0.042273518370000006,0.05138774389,0.0611431712,0.05587615645,0.04634972978,0.08779884583999999,0.1032792892,0.1254923514,0.07176880095,0.09059265366000001,0.1534304296,0.08028762481,0.0303196849,0.9532115172,0.04678848283,0.04806312768999999,0.03730272597,0.10237753640000001,0.1138552982,0.1409100225,0.2042426727,0.1353761017,0.14254970279999998,0.04755072761,0.027772084439999997,0.18774339,0.2547653208,0.7821274851000001,0.1901004304,0.4425087108,0.3396187743,0.01309883668,0.05216634607,0.4481084547,0.4412842356,0.1106073097,0.7359622606999999,0.2640377393,0.3448291655,0.3005404415,0.3243107081,Jo Daviess County,Jo Daviess
"Johnson County, Illinois",355,0,0.0,3880,12602,403,10647,1462,9,40,0,9,32,12602,7015,5587,603,717,580,697,776,1635,1538,1747,1018,719,1511,757,304,43.2,343.925,0.07200000000000001,10342,9970,7236,4566,372,4342,265,230,490,545,593,871,544,574,144,86,50923,65981,22469,53213,38125,0.0,2.8170131730000003,30.78876369,36.64170968,2,985,1138,3538,718,2123,1415,50,1955,6546,4995,1061,10030,2572,5008,4303,2987,0.031979050939999996,0.8448658943,0.11601333119999999,0.0007141723536000001,0.003174099349,0.0,0.0007141723536000001,0.002539279479,0.5566576734,0.44334232659999995,0.047849547689999994,0.05689573084,0.04602444056,0.055308681160000005,0.06157752738,0.1297413109,0.12204412,0.1386287891,0.08078082844,0.0570544358,0.11990160289999999,0.06006983018999999,0.024123155049999997,0.9640301682,0.03596983175,0.06103178258999999,0.05297098111,0.11285122060000001,0.1255181944,0.1365730078,0.20059880239999997,0.1252878858,0.1321971442,0.033164440350000005,0.019806540759999998,0.2268539843,0.2620912022,0.8148318747,0.1653615845,0.48894518649999996,0.3258866882,0.003967624187,0.1551341057,0.5194413585000001,0.39636565619999997,0.08419298524,0.7959054118000001,0.2040945882,0.3973972385,0.3414537375,0.23702586890000002,Johnson County,Johnson
"Kane County, Illinois",16621,347,0.02087720354,222374,530839,168385,304340,27979,489,21011,153,844,7638,530839,264211,266628,34620,38458,41207,39340,33704,64192,72293,75567,34839,29601,40562,18715,7741,37.0,519.359,0.092,527595,481085,376336,156304,46510,178050,6844,4761,11705,12687,20373,30459,23738,33541,16612,17330,76912,101298,34924,57370,43436,2.087720354,3.131081175,41.89104418,1022.1041710000001,3,23310,33060,110567,50153,56370,54197,9124,226499,323814,180569,26456,463821,67018,251521,182699,88878,0.317205405,0.5733188406,0.05270712966,0.000921183259,0.03958073917,0.0002882229829,0.001589935932,0.01438854342,0.4977234152,0.5022765847999999,0.06521751416,0.07244757827000001,0.07762617291,0.07410909899,0.06349194389,0.1209255537,0.1361863013,0.1423538964,0.06563006863,0.05576267004,0.07641111522999999,0.03525551062,0.014582575880000002,0.9118452601,0.0881547399,0.03843864083,0.026739679869999998,0.06573996069,0.07125526537,0.1144229149,0.17106992420000003,0.1333221005,0.1883796686,0.09329963492999999,0.09733221005,0.1309182814,0.18567818030000002,0.6209884864,0.2816793036,0.3165964617,0.3043920247,0.01718788559,0.42668115939999995,0.6100041632,0.3401577503,0.0498380865,0.8737507983,0.1262492017,0.47381786189999997,0.3441702663,0.1674292959,Kane County,Kane
"Kankakee County, Illinois",3388,80,0.023612750890000003,64994,111061,11317,80148,16543,198,1054,0,120,1681,111061,54615,56446,6620,7211,7433,8489,8489,13385,13198,14203,7709,6715,9911,5150,2548,37.6,676.498,0.11699999999999999,108902,102509,76664,39419,6393,40050,2925,1822,4199,3228,5055,8038,5548,6014,1819,1402,57981,71986,27164,53860,39516,2.3612750890000003,3.05057581,58.52099297,164.170478,3,8946,8283,30815,7833,17229,13586,1999,30913,64825,38538,7698,93452,17609,51627,35110,21776,0.1018989564,0.7216574675,0.1489541783,0.001782804045,0.009490280116,0.0,0.0010804872999999999,0.015135826259999999,0.4917567823,0.5082432177,0.059606882699999995,0.06492828266,0.06692718416,0.0764354724,0.0764354724,0.1205193542,0.11883559490000001,0.127884676,0.06941230495,0.06046226847999999,0.0892392469,0.046370913279999995,0.022942347000000002,0.9412958440000001,0.05870415602999999,0.07303370787,0.04549313358,0.1048439451,0.08059925093999999,0.1262172285,0.20069912609999999,0.13852684140000002,0.1501622971,0.04541822722,0.0350062422,0.22337078649999997,0.2068164794,0.7694132334999999,0.1955805243,0.43018726590000006,0.3392259675,0.0179991176,0.2783425325,0.5836882434,0.3469984963,0.06931326028,0.8414474928,0.1585525072,0.4648526485,0.3161325758,0.19607242870000002,Kankakee County,Kankakee
"Kendall County, Illinois",2670,30,0.01123595506,43689,124626,22616,87623,8184,108,4132,0,15,1948,124626,61761,62865,8881,11024,10401,9227,6959,15938,20347,17669,7066,5212,7620,3041,1241,34.9,320.259,0.086,124288,118797,102499,27546,5491,40407,909,711,1279,2055,3891,6677,7027,10151,3973,3734,91764,104526,34423,64213,48517,1.123595506,2.142410091,35.05608781,389.14128880000004,2,2899,5946,22549,14124,8845,13704,2071,37003,82777,37567,4282,112724,11902,62430,45082,15873,0.1814709611,0.7030876382,0.06566848009,0.0008665928457999999,0.033155200360000005,0.0,0.0001203601175,0.01563076726,0.49557074770000004,0.5044292523,0.07126121355000001,0.08845666232999999,0.08345770545,0.07403752026,0.0558390705,0.1278866368,0.1632644873,0.1417761944,0.056697639339999995,0.04182112882,0.061142939679999994,0.024401007819999997,0.009957793719,0.9558203527,0.04417964727,0.02249610216,0.0175959611,0.03165293142,0.050857524689999996,0.09629519638,0.16524364589999999,0.17390551140000002,0.2512188482,0.09832454773,0.09240973099,0.07174499468,0.1471527211,0.5580468731,0.34954339590000005,0.2188977157,0.33914915729999995,0.01661772022,0.2969123618,0.6642032963000001,0.3014379022,0.03435880153,0.9044982587999999,0.09550174120999999,0.5009388089,0.3617383211,0.12736507630000002,Kendall County,Kendall
